id,product_id,wishlist_id
364,992,148
365,3392,149
366,2698,149
367,4247,149
368,1855,150
369,4196,150
370,4546,150
371,580,151
372,52,151
373,2950,151
374,2541,152
375,317,152
376,4505,152
377,3473,153
378,4008,153
379,2271,153
380,2930,153
381,1319,154
382,415,155
383,1106,155
384,2344,155
385,2844,155
386,1153,156
387,1275,156
388,2764,156
389,4809,156
390,3439,157
391,1993,157
392,4018,158
393,705,158
394,2650,158
395,604,159
396,1630,159
397,2209,159
398,765,160
399,4176,160
400,30,160
401,3406,161
402,658,161
403,4055,161
404,4029,161
405,4147,162
406,311,162
407,489,162
408,160,162
409,2800,163
410,1243,163
411,1186,164
412,3547,164
413,2148,165
414,4863,165
415,4012,165
416,4173,165
417,2523,166
418,4653,166
419,1232,166
420,2481,166
421,2628,167
422,3436,167
423,2344,167
424,2784,167
425,386,168
426,34,168
427,571,168
428,2620,168
429,4453,169
430,876,169
431,3019,169
432,3447,170
433,214,170
434,332,170
435,4838,171
436,127,171
437,3577,171
438,3310,171
439,4901,172
440,2930,172
441,3638,172
442,4128,172
443,4735,173
444,2941,173
445,1562,174
446,2123,175
447,4853,175
448,3391,176
449,1617,177
450,4445,177
451,4423,177
452,4105,178
453,350,178
454,793,179
455,2061,179
456,3555,180
457,4407,181
458,4369,181
459,1847,181
460,3567,182
461,1779,182
462,3339,182
463,3730,182
464,1966,183
465,2597,183
466,770,184
467,3978,184
468,614,185
469,1935,185
470,560,186
471,3681,187
472,421,188
473,657,188
474,1951,188
475,4978,188
476,510,189
477,2015,190
478,1179,191
479,2053,191
480,4330,191
481,3578,192
482,485,192
483,1517,192
484,4122,193
485,1257,193
486,2600,194
487,1338,194
488,1104,194
489,3385,195
490,4607,195
491,84,196
492,448,196
493,2742,196
494,2905,196
495,3057,197
496,1634,197
497,3923,197
498,4116,198
499,3582,198
500,4898,198
501,36,199
502,2618,199
503,4336,200
504,4184,200
505,1260,200
506,766,200
507,4233,201
508,113,201
509,4383,201
510,804,201
511,3075,202
512,2659,202
513,4582,202
514,33,203
515,3354,204
516,4483,205
517,1385,205
518,1292,205
519,1213,205
520,1551,206
521,3831,206
522,1725,206
523,3561,206
524,2383,207
525,1917,207
526,3329,207
527,3168,207
528,896,208
529,1529,208
530,1074,208
531,320,209
532,3308,209
533,3429,209
534,2101,210
535,3018,210
536,3711,210
537,2107,211
538,2479,211
539,1360,212
540,770,212
541,1658,212
542,3945,213
543,1016,213
544,3928,213
545,214,213
546,4108,214
547,3126,215
548,3259,215
549,3157,216
550,313,216
551,4859,216
552,3466,216
553,4840,217
554,407,217
555,2099,218
556,86,219
557,3378,219
558,4384,219
559,4188,219
560,4963,220
561,380,220
562,1096,221
563,338,221
564,3682,222
565,2089,222
566,2762,223
567,1667,223
568,4209,224
569,1131,224
570,2081,224
571,3284,225
572,3711,225
573,4607,225
574,4058,225
575,1063,226
576,4756,226
577,4073,227
578,2228,227
579,977,227
580,4578,227
581,2848,228
582,1535,228
583,2215,229
584,1723,229
585,4960,229
586,4219,230
587,3796,230
588,36,230
589,238,231
590,3837,232
591,918,232
592,4282,233
593,16,233
594,2838,234
595,2915,234
596,680,234
597,1488,235
598,2025,235
599,2948,235
600,1842,235
601,143,236
602,2061,236
603,2533,236
604,2582,236
605,2858,237
606,1627,237
607,4293,238
608,2385,238
609,2046,239
610,4826,239
611,4397,239
612,2303,239
613,2262,240
614,1627,240
615,4380,240
616,1246,240
617,2920,241
618,1398,241
619,2817,241
620,3974,242
621,2649,243
622,4982,244
623,1448,244
624,4592,244
625,4434,244
626,1385,245
627,845,246
628,3026,246
629,1147,247
630,3766,247
631,1932,247
632,859,248
633,612,248
634,4710,248
635,2694,248
636,4904,249
637,615,249
638,2776,249
639,4698,249
640,4612,250
641,1013,250
642,4512,250
643,97,251
644,4148,251
645,2875,251
646,3704,252
647,264,252
648,2862,253
649,4113,253
650,2101,253
651,4438,254
652,3391,254
653,3183,255
654,226,255
655,1754,256
656,353,256
657,2386,256
658,2735,257
659,4205,257
660,1996,257
661,4160,257
662,2446,258
663,3468,259
664,1089,259
665,3969,259
666,557,259
667,3934,260
668,4583,260
669,3239,260
670,396,260
671,4372,261
672,614,261
673,3334,262
674,2857,262
675,2348,262
676,1061,262
677,3994,263
678,3715,263
679,4615,264
680,1686,264
681,3670,264
682,3494,264
683,2075,265
684,4176,266
685,1256,266
686,1784,266
687,1709,266
688,188,267
689,2295,267
690,1089,267
691,1334,268
692,2194,268
693,4447,268
694,2850,269
695,572,269
696,2629,270
697,2119,271
698,2285,271
699,4745,271
700,1528,272
701,4930,272
702,1890,272
703,4927,273
704,4029,273
705,3354,273
706,4163,274
707,2583,274
708,337,274
709,2261,275
710,1660,276
711,127,277
712,472,277
713,3572,277
714,4487,278
715,3375,279
716,3482,279
717,3357,280
718,4498,280
719,321,280
720,3015,281
721,875,281
722,469,281
723,3533,281
724,4235,282
725,2725,282
726,2355,283
727,3734,283
728,3000,283
729,2632,283
730,2247,284
731,1266,285
732,2847,285
733,3495,286
734,489,286
735,1592,287
736,1610,287
737,1152,288
738,1816,288
739,3451,288
740,1618,289
741,403,289
742,3956,290
743,3044,290
744,1813,290
745,2931,290
746,3079,291
747,1428,291
748,100,291
749,1952,292
750,1018,292
751,784,293
752,3269,294
753,3528,294
754,4849,294
755,3074,294
756,3633,295
757,3343,295
758,2129,295
759,4750,296
760,728,296
761,136,296
762,1255,296
763,1014,297
764,3,297
765,3037,297
766,1896,298
767,1089,298
768,2902,298
769,2341,298
770,4798,299
771,2011,299
772,2782,300
773,4783,300
774,2999,301
775,2909,301
776,626,301
777,662,302
778,54,302
779,3024,303
780,3996,303
781,1720,303
782,4729,304
783,3390,304
784,2624,305
785,631,305
786,4547,306
787,3090,307
788,959,307
789,1036,307
790,610,307
791,412,308
792,4647,308
793,3806,309
794,3424,309
795,1761,309
796,1258,309
797,162,310
798,2221,310
799,372,311
800,4451,311
801,4641,311
802,4049,312
803,3692,312
804,2182,312
805,3767,312
806,87,313
807,3395,313
808,935,313
809,1854,313
810,3335,314
811,4487,315
812,1302,316
813,3566,316
814,4631,317
815,2893,317
816,2860,317
817,3166,317
818,4889,318
819,4695,318
820,3666,318
821,1091,319
822,4425,320
823,3531,320
824,1978,321
825,3800,321
826,1082,321
827,532,322
828,4552,322
829,2637,323
830,4444,323
831,3091,323
832,4634,324
833,2319,324
834,2406,325
835,1532,325
836,4663,325
837,2872,326
838,4264,326
839,3271,326
840,3494,326
841,3110,327
842,4133,327
843,3654,327
844,3992,327
845,4649,328
846,3327,328
847,2741,328
848,3746,329
849,3557,329
850,2937,329
851,4312,330
852,872,330
853,2693,330
854,4732,331
855,1014,332
856,1744,332
857,1283,332
858,2467,332
859,4523,333
860,3043,333
861,2913,334
862,318,334
863,2624,335
864,2259,336
865,4874,336
866,3236,336
867,2375,337
868,991,337
869,2307,338
870,3505,338
871,368,338
872,4933,338
873,3249,339
874,3210,339
875,1580,339
876,371,339
877,2831,340
878,315,340
879,2909,341
880,4389,341
881,3401,342
882,1011,342
883,4723,342
884,2079,342
885,448,343
886,2453,344
887,4561,345
888,1766,345
889,1229,345
890,1459,345
891,782,346
892,3480,347
893,1939,347
894,1628,348
895,3556,348
896,1594,348
897,3382,349
898,2658,349
899,2097,350
900,3604,351
901,1844,351
902,3623,352
903,4750,352
904,721,352
905,4239,352
906,828,353
907,237,354
908,2746,355
909,4239,356
910,4262,356
911,2493,356
912,3754,357
913,4800,357
914,3374,357
915,1525,357
916,4721,358
917,147,358
918,3147,358
919,4500,358
920,4319,359
921,3760,359
922,4542,359
923,632,360
924,4362,360
925,692,360
926,2811,360
927,3121,361
928,1877,361
929,1168,361
930,1409,362
931,2788,362
932,3884,363
933,3235,363
934,266,363
935,4668,364
936,4405,364
937,1669,364
938,3646,364
939,3032,365
940,4635,365
941,3852,365
942,3145,366
943,4145,366
944,1990,366
945,1961,367
946,3138,367
947,4126,368
948,2849,368
949,703,369
950,471,370
951,1485,371
952,2271,371
953,3861,371
954,603,372
955,2172,372
956,924,372
957,700,373
958,4458,374
959,1434,374
960,1708,374
961,4554,374
962,414,375
963,3444,375
964,1307,375
965,4925,376
966,1808,377
967,2720,377
968,1000,378
969,4005,378
970,579,378
971,2901,378
972,3351,379
973,1689,379
974,4626,380
975,1276,380
976,2952,380
977,1272,381
978,894,381
979,2451,382
980,3708,383
981,1668,384
982,1381,384
983,154,384
984,3728,385
985,327,385
986,260,385
987,2378,385
988,149,386
989,1056,387
990,4705,387
991,3604,387
992,3877,388
993,4318,389
994,3019,389
995,4581,389
996,3718,389
997,1594,390
998,1859,390
999,2200,390
1000,3741,391
1001,3998,391
1002,273,391
1003,2513,391
1004,4620,392
1005,4135,392
1006,59,392
1007,4307,392
1008,3410,393
1009,4521,393
1010,92,394
1011,4943,394
1012,2032,395
1013,158,395
1014,2437,395
1015,3860,395
1016,2100,396
1017,3755,396
1018,2404,396
1019,3054,396
1020,1657,397
1021,2589,398
1022,2921,398
1023,1871,399
1024,3741,399
1025,1768,399
1026,1512,399
1027,2146,400
1028,3705,400
1029,2245,400
1030,3567,400
1031,1475,401
1032,423,402
1033,1315,403
1034,467,403
1035,2525,404
1036,3367,404
1037,3808,404
1038,462,405
1039,390,405
1040,1422,405
1041,1756,406
1042,2096,407
1043,2676,407
1044,918,408
1045,3555,408
1046,2360,408
1047,2635,409
1048,3507,409
1049,1541,410
1050,3541,410
1051,51,410
1052,679,410
1053,3063,411
1054,4248,411
1055,3177,412
1056,1757,412
1057,3353,413
1058,2136,414
1059,2970,415
1060,401,416
1061,2437,417
1062,625,417
1063,3030,418
1064,253,418
1065,3247,419
1066,1006,419
1067,633,419
1068,1974,420
1069,38,421
1070,4155,421
1071,560,421
1072,1267,421
1073,1212,422
1074,3891,422
1075,1813,422
1076,165,422
1077,3280,423
1078,3813,424
1079,2041,424
1080,4237,424
1081,1327,424
1082,3003,425
1083,1703,425
1084,3036,426
1085,2637,427
1086,1190,427
1087,4548,427
1088,410,428
1089,2726,428
1090,4492,428
1091,431,429
1092,2331,429
1093,4050,429
1094,3891,430
1095,2010,430
1096,3782,431
1097,182,432
1098,2013,432
1099,3542,432
1100,2469,432
1101,989,433
1102,4473,434
1103,1964,435
1104,2800,436
1105,1252,437
1106,4835,438
1107,1450,438
1108,2963,439
1109,3133,439
1110,1592,440
1111,3376,441
1112,4113,441
1113,1300,441
1114,2739,442
1115,4689,442
1116,990,442
1117,1821,443
1118,4885,443
1119,1498,443
1120,1785,444
1121,3801,444
1122,917,445
1123,3326,445
1124,2119,445
1125,1675,445
1126,2716,446
1127,616,446
1128,1839,446
1129,3828,446
1130,649,447
1131,311,447
1132,2005,448
1133,2046,449
1134,4334,449
1135,2251,449
1136,2450,450
1137,1407,450
1138,187,450
1139,1392,450
1140,4427,451
1141,1459,452
1142,4978,452
1143,526,452
1144,2099,453
1145,4284,453
1146,2971,454
1147,161,454
1148,260,455
1149,3570,455
1150,2949,455
1151,2507,456
1152,1977,456
1153,3306,456
1154,345,457
1155,1931,458
1156,3953,458
1157,1611,459
1158,1812,459
1159,177,460
1160,1428,461
1161,4091,462
1162,4122,462
1163,712,462
1164,2514,463
1165,1195,463
1166,2371,463
1167,4790,463
1168,1734,464
1169,1446,464
1170,1587,464
1171,1645,464
1172,1568,465
1173,2443,465
1174,4819,465
1175,2787,465
1176,1328,466
1177,1676,466
1178,4954,467
1179,1827,467
1180,3323,467
1181,1488,468
1182,4497,468
1183,2944,468
1184,4331,468
1185,4801,469
1186,2978,469
1187,3842,469
1188,1357,469
1189,1410,470
1190,2423,470
1191,1429,470
1192,3181,471
1193,1248,471
1194,2215,471
1195,4264,471
1196,4287,472
1197,1009,473
1198,656,473
1199,1761,474
1200,2886,475
1201,6,476
1202,4160,476
1203,4395,476
1204,1493,476
1205,1832,477
1206,4320,478
1207,1368,478
1208,215,478
1209,4402,478
1210,3431,479
1211,702,480
1212,1180,480
1213,4743,481
1214,162,481
1215,4274,481
1216,4333,482
1217,868,482
1218,4162,483
1219,3390,484
1220,2029,484
1221,3446,484
1222,1931,485
1223,48,485
1224,94,485
1225,3835,485
1226,3836,486
1227,1859,486
1228,1273,487
1229,644,487
1230,962,487
1231,1321,488
1232,1218,489
1233,830,490
1234,2720,490
1235,438,490
1236,3681,490
1237,1698,491
1238,1059,491
1239,4264,491
1240,1610,492
1241,4569,493
1242,3695,494
1243,3656,495
1244,1064,495
1245,3728,496
1246,1632,496
1247,4704,496
1248,1313,497
1249,2016,497
1250,870,497
1251,3599,498
1252,3532,498
1253,839,498
1254,1406,498
1255,4814,499
1256,667,499
1257,3707,499
1258,4440,499
1259,3378,500
1260,1556,500
1261,2012,500
1262,3812,500
1263,1449,501
1264,540,501
1265,1110,501
1266,1629,502
1267,1144,502
1268,2077,502
1269,1947,503
1270,4011,504
1271,4247,504
1272,2463,504
1273,4544,505
1274,363,505
1275,4464,505
1276,3320,505
1277,1679,506
1278,4546,506
1279,4577,507
1280,2562,507
1281,490,507
1282,2471,507
1283,4134,508
1284,389,508
1285,4041,508
1286,4264,508
1287,341,509
1288,4648,509
1289,1435,510
1290,3160,510
1291,1973,510
1292,4647,510
1293,4411,511
1294,2542,511
1295,631,511
1296,3535,511
1297,29,512
1298,4707,512
1299,153,512
1300,4556,512
1301,4985,513
1302,2158,513
1303,599,514
1304,3204,515
1305,2673,516
1306,366,516
1307,2221,517
1308,4121,517
1309,4730,518
1310,942,518
1311,596,519
1312,2479,519
1313,1679,519
1314,171,520
1315,2302,520
1316,188,520
1317,4587,520
1318,1075,521
1319,3078,521
1320,4021,521
1321,2363,522
1322,2237,523
1323,363,524
1324,1049,525
1325,3286,525
1326,1655,526
1327,1730,527
1328,549,527
1329,2379,527
1330,2162,527
1331,1784,528
1332,3516,528
1333,17,528
1334,4816,528
1335,2600,529
1336,1529,529
1337,3865,529
1338,4401,529
1339,4140,530
1340,2633,530
1341,406,531
1342,4061,532
1343,3047,533
1344,1924,533
1345,3269,533
1346,2494,533
1347,4265,534
1348,626,534
1349,3273,534
1350,4860,535
1351,1767,535
1352,4791,536
1353,1727,536
1354,748,536
1355,2836,537
1356,835,537
1357,1303,537
1358,741,538
1359,3672,539
1360,4643,539
1361,3860,539
1362,1593,540
1363,1551,540
1364,2887,541
1365,3687,541
1366,2655,541
1367,2112,541
1368,1302,542
1369,4430,542
1370,2839,543
1371,4173,544
1372,4228,544
1373,4276,545
1374,1713,545
1375,860,545
1376,4839,545
1377,2026,546
1378,1782,546
1379,4708,547
1380,1065,547
1381,4721,547
1382,1797,548
1383,1818,548
1384,3960,548
1385,2366,548
1386,1602,549
1387,3778,549
1388,4795,550
1389,12,550
1390,1815,550
1391,4378,550
1392,3107,551
1393,321,551
1394,2358,551
1395,4846,551
1396,2268,552
1397,1237,552
1398,4203,552
1399,2290,553
1400,440,553
1401,2094,553
1402,1790,553
1403,3829,554
1404,1129,555
1405,4618,556
1406,4499,557
1407,2253,557
1408,4663,558
1409,2348,558
1410,3161,558
1411,500,558
1412,3320,559
1413,3917,559
1414,1785,559
1415,1409,560
1416,3614,560
1417,2699,560
1418,1653,560
1419,974,561
1420,1094,561
1421,3069,561
1422,1981,562
1423,38,562
1424,4604,562
1425,608,563
1426,3268,563
1427,37,564
1428,2543,564
1429,183,564
1430,2522,565
1431,4197,565
1432,787,565
1433,2286,565
1434,1972,566
1435,4828,567
1436,1720,567
1437,2415,567
1438,3160,568
1439,2494,568
1440,1011,568
1441,639,569
1442,576,569
1443,2362,569
1444,3913,570
1445,2119,570
1446,3592,571
1447,1734,571
1448,1776,571
1449,456,572
1450,995,572
1451,1948,573
1452,1555,574
1453,3820,574
1454,3947,574
1455,3896,575
1456,556,575
1457,3284,575
1458,3909,576
1459,4522,576
1460,3637,576
1461,1570,577
1462,1793,577
1463,4772,578
1464,4186,578
1465,4014,578
1466,2153,579
1467,1783,579
1468,156,579
1469,3864,579
1470,3408,580
1471,588,581
1472,70,582
1473,1482,582
1474,3789,582
1475,1731,582
1476,2219,583
1477,2983,584
1478,3608,584
1479,2991,584
1480,2543,584
1481,680,585
1482,4307,585
1483,3579,586
1484,2799,586
1485,1848,587
1486,4933,587
1487,3730,587
1488,3237,588
1489,761,588
1490,4801,588
1491,706,589
1492,1721,589
1493,3792,590
1494,1654,591
1495,360,591
1496,928,591
1497,886,592
1498,1159,592
1499,1798,592
1500,3013,592
1501,157,593
1502,2620,594
1503,67,594
1504,4526,594
1505,3199,594
1506,2062,595
1507,4548,596
1508,4399,596
1509,4180,596
1510,615,597
1511,1402,597
1512,4326,597
1513,1630,597
1514,4396,598
1515,4496,599
1516,632,599
1517,1047,599
1518,4490,600
1519,1920,600
1520,2174,600
1521,4656,601
1522,75,601
1523,1622,601
1524,3045,602
1525,1971,603
1526,4978,604
1527,4949,604
1528,3333,604
1529,28,605
1530,4432,605
1531,2604,605
1532,2746,606
1533,2312,607
1534,4895,607
1535,2675,607
1536,2549,608
1537,4542,608
1538,4903,608
1539,4239,609
1540,672,609
1541,594,609
1542,3749,609
1543,4037,610
1544,3930,611
1545,699,611
1546,3305,611
1547,3410,612
1548,3219,612
1549,3402,612
1550,1822,613
1551,448,613
1552,724,613
1553,64,613
1554,4260,614
1555,1603,614
1556,4576,614
1557,1343,614
1558,1291,615
1559,2070,616
1560,2857,616
1561,3292,616
1562,4517,617
1563,4330,617
1564,2452,618
1565,2705,618
1566,3598,618
1567,804,619
1568,1280,620
1569,2851,620
1570,2600,620
1571,1053,621
1572,1978,621
1573,448,621
1574,1810,622
1575,3028,623
1576,2774,623
1577,3026,623
1578,2566,624
1579,4013,624
1580,4266,624
1581,4260,624
1582,4427,625
1583,2434,625
1584,2100,625
1585,3726,625
1586,226,626
1587,3926,626
1588,4628,627
1589,4079,627
1590,130,627
1591,3214,628
1592,1234,628
1593,914,628
1594,2690,628
1595,4659,629
1596,1062,629
1597,1465,629
1598,940,629
1599,2421,630
1600,3070,630
1601,3631,630
1602,4237,631
1603,3182,631
1604,259,631
1605,2878,632
1606,2382,632
1607,1171,633
1608,570,634
1609,4342,635
1610,2749,635
1611,1029,635
1612,4808,635
1613,4962,636
1614,1524,637
1615,1523,637
1616,4050,637
1617,4466,638
1618,1260,638
1619,1745,638
1620,440,638
1621,3879,639
1622,4027,640
1623,2767,640
1624,683,641
1625,2056,641
1626,912,642
1627,4338,642
1628,604,642
1629,474,642
1630,3718,643
1631,3645,643
1632,3770,643
1633,4171,643
1634,2349,644
1635,1342,644
1636,110,645
1637,1739,645
1638,3266,645
1639,2828,645
1640,3460,646
1641,541,646
1642,4571,646
1643,3524,647
1644,2047,647
1645,3461,648
1646,3379,648
1647,3933,648
1648,1560,648
1649,3123,649
1650,1693,649
1651,4996,649
1652,917,650
1653,3363,650
1654,3540,650
1655,3483,651
1656,3134,651
1657,1976,652
1658,2641,652
1659,2819,653
1660,3551,654
1661,3125,655
1662,98,655
1663,1579,655
1664,1622,656
1665,4506,656
1666,603,657
1667,2775,657
1668,2207,657
1669,3061,657
1670,3294,658
1671,274,659
1672,3694,659
1673,3762,659
1674,4227,660
1675,814,660
1676,3433,660
1677,1187,660
1678,1587,661
1679,4021,661
1680,4040,662
1681,2668,662
1682,1398,662
1683,3475,663
1684,1068,663
1685,4210,663
1686,4670,664
1687,3297,664
1688,1895,664
1689,1563,665
1690,4497,665
1691,1425,665
1692,3934,666
1693,3802,667
1694,2708,667
1695,2861,668
1696,1492,668
1697,1198,668
1698,3698,668
1699,1059,669
1700,2838,669
1701,4770,670
1702,1110,670
1703,1543,670
1704,4156,670
1705,1073,671
1706,4268,671
1707,3785,671
1708,4153,672
1709,2764,672
1710,4685,672
1711,498,672
1712,561,673
1713,2717,674
1714,1067,674
1715,496,675
1716,3835,675
1717,4919,675
1718,1440,675
1719,1469,676
1720,16,676
1721,3221,676
1722,4029,676
1723,909,677
1724,315,677
1725,1053,677
1726,455,677
1727,788,678
1728,2510,679
1729,4754,679
1730,3309,680
1731,3395,681
1732,4742,682
1733,4143,682
1734,641,683
1735,4060,683
1736,2871,683
1737,3397,684
1738,1609,684
1739,3189,685
1740,273,685
1741,3655,685
1742,1685,685
1743,202,686
1744,3391,686
1745,4345,686
1746,2704,686
1747,4232,687
1748,3492,687
1749,3663,688
1750,3649,688
1751,4141,688
1752,1812,689
1753,538,690
1754,1080,690
1755,4941,690
1756,4816,690
1757,306,691
1758,3284,692
1759,2181,693
1760,148,693
1761,1268,693
1762,1078,693
1763,2569,694
1764,761,694
1765,2395,695
1766,317,695
1767,276,696
1768,1711,697
1769,178,697
1770,702,697
1771,4796,697
1772,663,698
1773,547,698
1774,1257,698
1775,2962,698
1776,2613,699
1777,4213,699
1778,3420,699
1779,2895,699
1780,4096,700
1781,840,700
1782,579,700
1783,1808,701
1784,2688,701
1785,1461,701
1786,3413,701
1787,4144,702
1788,18,702
1789,2826,702
1790,320,702
1791,2810,703
1792,3705,703
1793,444,703
1794,3858,703
1795,1192,704
1796,959,705
1797,1359,705
1798,1406,705
1799,4387,705
1800,2952,706
1801,2592,707
1802,3929,708
1803,3920,708
1804,2708,708
1805,982,709
1806,1524,710
1807,2041,710
1808,4829,710
1809,325,710
1810,3,711
1811,1062,711
1812,3693,711
1813,2418,711
1814,2058,712
1815,2267,712
1816,978,712
1817,4575,712
1818,3361,713
1819,1176,714
1820,2389,714
1821,973,714
1822,1504,715
1823,932,715
1824,1166,715
1825,4243,715
1826,4617,716
1827,2585,716
1828,989,716
1829,3247,717
1830,4564,717
1831,40,717
1832,273,718
1833,1556,718
1834,842,719
1835,926,719
1836,4397,720
1837,1868,720
1838,1735,721
1839,1180,722
1840,2312,722
1841,4008,723
1842,3827,723
1843,4346,723
1844,4146,723
1845,2970,724
1846,4844,725
1847,815,726
1848,4573,727
1849,169,727
1850,3334,727
1851,4655,727
1852,2678,728
1853,2842,728
1854,4947,728
1855,4154,729
1856,4606,729
1857,621,729
1858,1111,729
1859,4105,730
1860,1892,730
1861,2208,730
1862,844,731
1863,239,731
1864,2279,731
1865,1867,731
1866,2106,732
1867,803,732
1868,3151,732
1869,4591,733
1870,2001,733
1871,1876,733
1872,1035,733
1873,695,734
1874,4098,734
1875,3164,734
1876,4859,734
1877,2760,735
1878,1275,735
1879,2922,735
1880,958,735
1881,2137,736
1882,1917,737
1883,3461,738
1884,4147,739
1885,667,739
1886,3474,740
1887,4276,740
1888,4468,741
1889,4672,741
1890,2318,742
1891,923,742
1892,3800,742
1893,4559,743
1894,2072,744
1895,3256,744
1896,2289,744
1897,4937,745
1898,2105,745
1899,4572,746
1900,2847,746
1901,1272,747
1902,77,747
1903,1677,748
1904,915,748
1905,658,748
1906,3089,748
1907,4507,749
1908,4513,749
1909,438,749
1910,3482,750
1911,4685,751
1912,4129,751
1913,2116,751
1914,3905,752
1915,3835,752
1916,3521,753
1917,1141,754
