id,user_id,product_id
164,4150,815
165,5172,2896
166,9553,2827
167,7653,505
168,134,3075
169,1310,3581
170,4397,4566
171,4899,1620
172,4619,1384
173,6998,2070
174,6446,2361
175,4460,1896
176,793,4551
177,85,1225
178,437,337
179,4614,2257
180,697,137
181,1629,4814
182,6446,3871
183,7635,1442
184,9374,2135
185,859,4148
186,4530,3808
187,7167,833
188,9155,3920
189,8226,1498
190,4042,3462
191,3309,1587
192,3015,3324
193,6155,1578
194,4406,996
195,943,3701
196,9251,1256
197,6584,2154
198,3136,918
199,9945,3004
200,4899,4591
201,3267,1334
202,764,4125
203,8735,142
204,2513,2004
205,2336,983
206,546,880
207,292,4840
208,1755,1976
209,9537,2957
210,8364,2459
211,9172,322
212,2759,2746
213,9813,2883
214,3670,2147
215,3979,4024
216,8035,2231
217,3604,854
218,798,4270
219,3656,1786
220,2808,3156
221,2319,3871
222,4991,107
223,7265,3601
224,7084,3274
225,3529,770
226,4039,2252
227,2518,660
228,315,59
229,3171,363
230,8765,4566
231,9183,205
232,4746,755
233,1659,4395
234,3571,1454
235,6121,3749
236,8323,553
237,2278,3414
238,2654,1772
239,9136,1428
240,4428,2461
241,9628,4268
242,7573,111
243,1041,1580
244,635,2398
245,4368,4927
246,4902,3625
247,8474,1595
248,340,1412
249,9807,3925
250,5150,2039
251,8230,1911
252,1971,402
253,2200,913
254,6653,3919
255,7616,4236
256,958,1737
257,3106,334
258,3687,2558
259,3471,2828
260,1165,4545
261,4095,970
262,2249,2912
263,1195,862
264,3110,3236
265,3625,881
266,4820,4456
267,1393,3310
268,8884,2207
269,6315,1096
270,2378,268
271,1219,2149
272,6490,1922
273,3815,4352
274,2927,847
275,2034,1057
276,5912,2918
277,69,1583
278,833,1217
279,3504,2918
280,2741,2809
281,9831,1261
282,6433,3132
283,9505,1274
284,722,4290
285,1251,4648
286,2875,2169
287,5766,4569
288,4129,3764
289,6762,3464
290,84,1326
291,4136,3807
292,4357,4458
293,3538,3378
294,6573,2147
295,1088,2678
296,166,4356
297,7297,1613
298,2491,2088
299,1407,664
300,3729,2740
301,303,4731
302,7755,2638
303,9353,2793
304,6876,894
305,8587,1406
306,6068,4725
307,4824,895
308,9021,17
309,9385,2455
310,1882,2578
311,9065,675
312,3791,419
313,7834,192
314,3319,4500
315,4982,3649
316,9978,2413
317,9014,722
318,4137,4749
319,3019,2701
320,844,1075
321,8338,1552
322,2233,1801
323,8017,430
324,2536,196
325,3165,4145
326,5499,110
327,9354,3860
328,5655,4575
329,4758,3226
330,4611,4604
331,6469,1821
332,9188,549
333,9731,2033
334,8572,1979
335,7338,3062
336,1390,3466
337,8324,3682
338,9882,3606
339,5054,2430
340,666,489
341,3369,757
342,6967,362
343,2981,4378
344,6401,4159
345,7035,3228
346,8270,714
347,608,3474
348,7460,2934
349,6383,3818
350,6780,4057
351,4288,3779
352,437,4987
353,5863,4340
354,1679,252
355,5408,274
356,2750,3007
357,5602,257
358,1302,4105
359,8868,1371
360,8356,4211
361,4633,1971
362,2130,2406
363,9029,1039
364,2285,4113
365,5678,2923
366,6032,2180
367,232,5
368,1075,1384
369,7107,1093
370,9900,864
371,4986,4740
372,799,2339
373,2132,2528
374,6379,3491
375,2113,3274
376,6000,4940
377,8675,4442
378,8767,4914
379,7990,176
380,6016,1657
381,6239,4322
382,6445,4783
383,9776,225
384,8964,2145
385,4972,2889
386,7382,4351
387,7927,4949
388,2215,638
389,6646,4972
390,9947,4915
391,7789,4776
392,377,1827
393,1374,4121
394,7295,2478
395,7275,4643
396,7062,4233
397,4547,2243
398,5320,4710
399,1026,1574
400,9423,4654
401,1696,2462
402,6105,4395
403,6891,3340
404,3449,3259
405,2610,517
406,496,3870
407,2113,2522
408,5808,1044
409,3203,4328
410,9099,3550
411,8032,3143
412,1457,2182
413,4416,2741
414,1631,3367
415,8816,2783
416,9499,4640
417,5153,2347
418,7741,4510
419,962,3488
420,8480,773
421,6534,3511
422,1789,628
423,7568,812
424,2657,3124
425,8661,897
426,7253,1164
427,2592,1961
428,7179,1170
429,2351,2087
430,7967,4344
431,4712,2506
432,4221,2604
433,1367,3402
434,7308,802
435,2545,2122
436,1188,1301
437,3512,4012
438,2913,3232
439,4439,1954
440,6208,363
441,1777,271
442,1247,3922
443,3446,2216
444,358,204
445,2578,926
446,9370,276
447,4285,1185
448,1155,1746
449,3875,2509
450,813,2984
451,9353,1078
452,533,2919
453,8779,4881
454,8576,3720
455,7775,4738
456,1541,142
457,4197,3992
458,8735,1388
459,6980,4512
460,5982,2629
461,9017,4582
462,1990,2111
463,7460,1845
464,2503,4035
465,9321,1494
466,6922,3568
467,1924,4300
468,6211,2169
469,7508,1642
470,9529,270
471,3472,3193
472,7808,119
473,7953,510
474,526,4962
475,583,1833
476,3288,3129
477,4859,4145
478,2680,557
479,7195,4931
480,520,2038
481,7487,4193
482,7196,3858
483,9072,4743
484,8175,3540
485,9649,1135
486,7031,2389
487,7040,3984
488,9750,3560
489,1818,2761
490,6735,4665
491,5099,4469
492,4510,3271
493,1567,4663
494,9126,649
495,733,3636
496,7087,4737
497,2898,4405
498,815,3379
499,8699,2850
500,8798,2793
